<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVTK,5,20210309,213000,1458.4000000,1459.8000000,1458.4000000,1459.0000000,990
NVTK,5,20210309,213500,1459.8000000,1461.8000000,1458.4000000,1461.0000000,1873
NVTK,5,20210309,214000,1460.0000000,1463.2000000,1460.0000000,1463.0000000,1950
NVTK,5,20210309,214500,1462.2000000,1465.0000000,1461.8000000,1463.8000000,2175
NVTK,5,20210309,215000,1464.0000000,1465.2000000,1463.0000000,1465.2000000,3556
NVTK,5,20210309,215500,1464.0000000,1466.2000000,1464.0000000,1465.8000000,2360
NVTK,5,20210309,220000,1465.8000000,1466.0000000,1461.8000000,1462.0000000,1392
NVTK,5,20210309,220500,1463.0000000,1463.0000000,1460.4000000,1462.8000000,578
NVTK,5,20210309,221000,1462.8000000,1463.0000000,1460.2000000,1462.0000000,1411
NVTK,5,20210309,221500,1462.2000000,1463.0000000,1460.4000000,1460.4000000,2243
NVTK,5,20210309,222000,1462.0000000,1462.0000000,1459.0000000,1460.0000000,1270
NVTK,5,20210309,222500,1460.0000000,1461.4000000,1460.0000000,1461.0000000,382
NVTK,5,20210309,223000,1461.6000000,1461.6000000,1460.4000000,1460.8000000,600
NVTK,5,20210309,223500,1460.8000000,1461.2000000,1460.8000000,1460.8000000,56
NVTK,5,20210309,224000,1460.8000000,1462.0000000,1460.8000000,1461.4000000,518
NVTK,5,20210309,224500,1461.4000000,1462.8000000,1461.2000000,1462.0000000,297
NVTK,5,20210309,225000,1462.4000000,1462.8000000,1461.2000000,1462.6000000,551
NVTK,5,20210309,225500,1462.0000000,1462.8000000,1462.0000000,1462.6000000,94
NVTK,5,20210309,230000,1462.0000000,1463.0000000,1461.2000000,1461.2000000,548
NVTK,5,20210309,230500,1461.2000000,1461.6000000,1460.4000000,1461.0000000,307
NVTK,5,20210309,231000,1461.2000000,1461.4000000,1460.4000000,1461.4000000,1612
NVTK,5,20210309,231500,1461.4000000,1462.8000000,1459.6000000,1460.8000000,2458
NVTK,5,20210309,232000,1460.8000000,1460.8000000,1460.2000000,1460.4000000,634
NVTK,5,20210309,232500,1460.4000000,1460.4000000,1458.8000000,1458.8000000,1324
NVTK,5,20210309,233000,1459.0000000,1460.2000000,1458.8000000,1459.0000000,533
NVTK,5,20210309,233500,1458.6000000,1459.0000000,1456.8000000,1457.2000000,7900
NVTK,5,20210309,234000,1458.2000000,1459.6000000,1457.6000000,1458.0000000,707
NVTK,5,20210309,234500,1457.6000000,1459.0000000,1456.8000000,1457.8000000,2503
NVTK,5,20210309,235000,1457.8000000,1459.4000000,1456.8000000,1459.4000000,3190
NVTK,5,20210310,100500,1454.8000000,1454.8000000,1440.0000000,1449.0000000,55093
NVTK,5,20210310,101000,1448.0000000,1450.2000000,1444.0000000,1445.0000000,30058
NVTK,5,20210310,101500,1444.4000000,1446.8000000,1443.2000000,1445.4000000,18225
NVTK,5,20210310,102000,1445.4000000,1446.2000000,1442.8000000,1443.0000000,11538
NVTK,5,20210310,102500,1443.8000000,1445.0000000,1441.4000000,1445.0000000,17788
NVTK,5,20210310,103000,1445.0000000,1449.4000000,1444.4000000,1448.6000000,16468
NVTK,5,20210310,103500,1449.0000000,1453.6000000,1446.6000000,1453.6000000,17857
NVTK,5,20210310,104000,1453.6000000,1458.0000000,1452.0000000,1457.2000000,39347
NVTK,5,20210310,104500,1458.0000000,1458.6000000,1453.0000000,1454.2000000,22131
NVTK,5,20210310,105000,1454.4000000,1455.2000000,1450.4000000,1452.4000000,11155
NVTK,5,20210310,105500,1452.0000000,1452.6000000,1450.0000000,1451.4000000,11862
NVTK,5,20210310,110000,1451.6000000,1451.8000000,1450.2000000,1450.8000000,4891
NVTK,5,20210310,110500,1451.4000000,1473.0000000,1451.4000000,1468.8000000,101049
NVTK,5,20210310,111000,1469.2000000,1476.0000000,1466.0000000,1475.4000000,41933
NVTK,5,20210310,111500,1475.8000000,1480.8000000,1475.0000000,1476.4000000,29619
NVTK,5,20210310,112000,1477.0000000,1477.2000000,1472.6000000,1473.2000000,17822
NVTK,5,20210310,112500,1473.2000000,1483.0000000,1472.6000000,1479.4000000,46566
NVTK,5,20210310,113000,1480.0000000,1480.0000000,1476.0000000,1477.6000000,12508
NVTK,5,20210310,113500,1478.0000000,1481.0000000,1477.4000000,1480.0000000,46980
NVTK,5,20210310,114000,1480.0000000,1480.8000000,1478.2000000,1479.4000000,29436
NVTK,5,20210310,114500,1478.8000000,1479.2000000,1478.0000000,1478.4000000,6583
NVTK,5,20210310,115000,1478.2000000,1479.4000000,1476.6000000,1479.0000000,12980
NVTK,5,20210310,115500,1479.0000000,1480.8000000,1478.4000000,1480.4000000,12431
NVTK,5,20210310,120000,1480.6000000,1480.6000000,1478.6000000,1478.8000000,8039
NVTK,5,20210310,120500,1478.8000000,1481.8000000,1478.2000000,1481.6000000,20193
NVTK,5,20210310,121000,1481.0000000,1481.8000000,1479.8000000,1480.0000000,21037
NVTK,5,20210310,121500,1480.6000000,1481.0000000,1479.6000000,1480.2000000,4687
NVTK,5,20210310,122000,1481.0000000,1481.0000000,1479.8000000,1479.8000000,10171
NVTK,5,20210310,122500,1479.8000000,1480.8000000,1476.6000000,1476.6000000,11594
NVTK,5,20210310,123000,1477.4000000,1479.8000000,1477.0000000,1478.0000000,7227
NVTK,5,20210310,123500,1477.6000000,1479.0000000,1477.4000000,1477.4000000,3917
NVTK,5,20210310,124000,1477.6000000,1477.6000000,1475.0000000,1476.2000000,8579
NVTK,5,20210310,124500,1476.6000000,1476.8000000,1470.4000000,1471.0000000,9130
NVTK,5,20210310,125000,1471.0000000,1471.0000000,1468.2000000,1468.2000000,24107
NVTK,5,20210310,125500,1468.2000000,1469.6000000,1465.8000000,1469.0000000,29159
NVTK,5,20210310,130000,1469.4000000,1474.8000000,1468.8000000,1474.4000000,51469
NVTK,5,20210310,130500,1474.4000000,1474.4000000,1469.2000000,1470.4000000,29126
NVTK,5,20210310,131000,1470.4000000,1475.6000000,1470.2000000,1473.2000000,10226
